SliceID,SliceData,Class
152__CT-1845-0013,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0014,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0015,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0016,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0017,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0018,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0019,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0020,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0021,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0022,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0023,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0024,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0025,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
152__CT-1845-0026,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0001,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0002,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0003,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0004,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0005,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0006,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0007,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0008,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0009,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0010,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0011,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0012,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0013,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0014,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0015,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0016,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0017,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0018,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0019,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0020,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0021,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0022,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0023,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0024,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0025,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0026,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0027,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0028,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
153__CT-2681-0029,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
155__CT-0002-0001,"[[ 31.  18.  17. ...  18.  31.  15.]
 [ 14.   0.  51. ...   0.  35.  85.]
 [  8.   0.  75. ...   0.  72.  47.]
 ...
 [119. 133. 163. ... 303. 298.  59.]
 [167. 118. 211. ...  98. 142. 155.]
 [112. 111. 195. ... 144.  92.  69.]]",0
155__CT-0002-0002,"[[ 28.  10.   0. ...  23.  24.  65.]
 [  0.  64.  19. ...   0.  45. 119.]
 [  0.  24.  77. ...  38.  83.  18.]
 ...
 [ 44. 135.  59. ... 104.  70. 238.]
 [146. 197.  59. ...  99.   0.  44.]
 [128. 156. 164. ... 241. 117.   0.]]",0
155__CT-0002-0003,"[[ 85.   0.   0. ...   0.  91.   0.]
 [119.  15.   0. ...   0.   0.   0.]
 [ 97.   0.   0. ...   8.  49.  67.]
 ...
 [214. 157. 110. ... 176. 123.  86.]
 [186.   0. 110. ... 142.  94. 170.]
 [ 82.  67. 209. ... 175. 139.  24.]]",0
155__CT-0002-0004,"[[ 23.  70.   0. ...  47. 127.   0.]
 [ 66.  61.  39. ...  95.  51.   0.]
 [ 29.  77.   1. ...   4.   0.  66.]
 ...
 [206.   0.  96. ... 113. 152. 132.]
 [216.  72. 305. ... 146.  79.  30.]
 [225.  63.  58. ... 157. 186.  60.]]",0
155__CT-0002-0005,"[[ 67.   0.   0. ... 114. 129.  19.]
 [  7.  37.   0. ... 133.   0.   0.]
 [ 14.  87.  63. ...  23.   0.  97.]
 ...
 [159. 105.  81. ...  57.  76.  63.]
 [166. 213. 157. ... 149.  94.  72.]
 [111.  40.  61. ... 233. 123. 197.]]",0
155__CT-0002-0006,"[[  0.  18.  72. ... 102.   0.   0.]
 [  0.   0.  87. ...  34.   0.  21.]
 [  0.   0.  59. ...  10.   0.  60.]
 ...
 [100. 127. 198. ... 119. 147. 120.]
 [144. 175. 167. ... 129.  72. 186.]
 [181. 160.  63. ... 156.  58. 185.]]",0
155__CT-0002-0007,"[[ 68.  51.  47. ...  52.   0.  77.]
 [ 38.  39. 132. ...  26.  50.  91.]
 [ 10.  11. 141. ...  34.   0.   0.]
 ...
 [156. 173.   0. ... 177. 127.   3.]
 [116.  79.   2. ... 138. 234. 127.]
 [ 66. 101. 174. ...  40. 131. 266.]]",0
155__CT-0002-0008,"[[  0.   9.  74. ...  26.   1.   3.]
 [ 59.   0.  15. ...   0.  12.  84.]
 [ 59.  55.   0. ...   9.   0.  26.]
 ...
 [101. 160.  15. ...  59. 140.  65.]
 [ 56.  74.   0. ...  76. 180.  78.]
 [167. 243. 126. ... 124. 149. 114.]]",0
155__CT-0002-0009,"[[  0. 106.  28. ...  24.   0.  37.]
 [  0.  29.  35. ...   0.   0.  52.]
 [  0.  22.   0. ...  48.   1.   0.]
 ...
 [276. 164.  84. ...  94. 138.  31.]
 [161.  67. 143. ...  93. 173. 109.]
 [ 88. 110. 140. ... 134. 148. 120.]]",0
155__CT-0002-0010,"[[ 73.   0.  57. ... 103.   0.   7.]
 [  0.  16.  36. ...   0.   0.  54.]
 [  0.   0.   0. ...   0.  33. 110.]
 ...
 [ 72.  35.  99. ... 117. 154. 186.]
 [ 66.  86. 133. ...  63. 131. 158.]
 [ 53.  90. 197. ... 150. 147. 126.]]",0
155__CT-0002-0011,"[[  0.   0. 162. ...   7. 104.  62.]
 [ 31.   0.  27. ...  42.  81.   0.]
 [ 32.  39.  25. ...  70.  14.  17.]
 ...
 [ 74. 109.  20. ...  38.  29. 197.]
 [ 42. 125.  53. ... 144.  92. 192.]
 [143. 288. 191. ...   0.  78. 193.]]",0
155__CT-0002-0012,"[[  2.  30.  27. ...  90.  19.   0.]
 [ 21.   0.  38. ...   0.  10.  61.]
 [ 76.   0.   0. ...  18.  47.   0.]
 ...
 [132.  25.  19. ...  73. 160. 223.]
 [ 76.  62.  82. ...  98.  97.  58.]
 [105. 170.  99. ... 206. 192.  93.]]",0
155__CT-0002-0013,"[[  0.  26.  75. ...  33.  62.  48.]
 [ 45.  21.   0. ...  49.  15. 107.]
 [ 36. 101.   0. ... 114.   0.   0.]
 ...
 [ 34. 114. 228. ...  72. 130. 122.]
 [137. 144. 165. ...  95. 142. 148.]
 [160. 101. 176. ... 110. 107.  90.]]",0
155__CT-0002-0014,"[[ 24.  53.  13. ...  98.  39.  19.]
 [  0.   8. 112. ...  75.   0.  13.]
 [  8.  12. 116. ...  10.  24.  64.]
 ...
 [145.  87. 107. ...  46. 157.  95.]
 [ 72. 214. 178. ... 150. 109.  42.]
 [238. 214.  34. ... 123. 182. 127.]]",0
155__CT-0002-0015,"[[  8.  50.  67. ...   0.  26.  36.]
 [ 13.   0. 103. ...   0.  57.  44.]
 [134.   0.  17. ...  69.  12.  23.]
 ...
 [196. 158. 142. ...  67. 189. 189.]
 [201. 132.  79. ...  80.  37.   2.]
 [103.  38.  86. ... 142. 161. 102.]]",0
155__CT-0002-0016,"[[  3.  67.  15. ...   8.  23.  24.]
 [ 47.   0.  56. ...   0.  92.  59.]
 [ 70.  39.  23. ...  21.  66.  33.]
 ...
 [167.  88. 136. ... 117.  43. 111.]
 [ 71. 121. 172. ...  66.  91.  77.]
 [ 40. 155. 128. ...  95. 161.  66.]]",0
155__CT-0002-0017,"[[  0.  17.  61. ...   0. 110.  76.]
 [  0.   3.  42. ...  86.   0.   0.]
 [  0.  74.  50. ...  27.   0.  47.]
 ...
 [269.  76.  41. ...  54. 105.  73.]
 [111. 117. 137. ...  89. 176. 159.]
 [176. 189.  63. ... 155. 184. 164.]]",0
155__CT-0002-0018,"[[ 28.   3.   0. ...  40.  56.   0.]
 [ 16.  72. 130. ...  37.  12.   3.]
 [  9.   0.  40. ...  71.  22.   4.]
 ...
 [154.  79. 155. ...  80.  52.  30.]
 [169.  96. 149. ... 159. 166. 124.]
 [ 90.  63.  28. ... 151. 178. 160.]]",0
155__CT-0002-0019,"[[  0.  75.  72. ...  20.   0.  34.]
 [  0.  77.  70. ...   0.  23. 130.]
 [ 26. 101.  71. ...   0.  50.  59.]
 ...
 [187. 173.  85. ... 155. 145.  33.]
 [ 92.  36.  42. ... 226. 151. 100.]
 [200.  63.  66. ... 190.  72.  86.]]",0
155__CT-0002-0020,"[[108. 106.   0. ...  97.   0.  74.]
 [ 31. 122.  11. ...   0.   0.  60.]
 [ 82.  88.   0. ...   0.   0.  54.]
 ...
 [163. 183.  69. ... 163. 125. 102.]
 [123. 100.  75. ... 175. 162. 111.]
 [  0. 170.  84. ...  69. 121.  86.]]",0
155__CT-0002-0021,"[[  0.  56.   4. ...   0.   0.  28.]
 [  0.   0.   0. ...   0. 107.  68.]
 [ 34.   0.   9. ...   0. 108.   0.]
 ...
 [125.  99.  34. ... 165. 172. 192.]
 [ 68. 162. 110. ... 121.  12. 117.]
 [110. 159. 183. ... 177. 144.  71.]]",0
155__CT-0002-0022,"[[  0.   0.  24. ...  38.  57.   0.]
 [  0.   1.   0. ...  70.   0.  46.]
 [  0.  89.  52. ...   8.   0. 162.]
 ...
 [134. 203. 264. ...  92.   0.  90.]
 [187.  96.  25. ... 205.  15. 115.]
 [  0.   0.  76. ...  91.  86. 175.]]",0
155__CT-0002-0023,"[[103.   4.   0. ...  42.   0. 108.]
 [ 76.   0.  48. ...   0.  34.  66.]
 [168.   0.   0. ...  67.   0.  13.]
 ...
 [  9. 143.  65. ... 157.   0.  22.]
 [ 72. 312.  78. ... 377. 124.  69.]
 [107. 211.   0. ... 217. 154. 180.]]",0
155__CT-0002-0024,"[[  0.   0.   0. ...  59.  96.  40.]
 [ 85.   0.   0. ...  68. 103.   0.]
 [ 93.  32.  40. ...  67.  13.  28.]
 ...
 [154.  69.   0. ...  73.   0.  12.]
 [172. 129. 119. ... 248. 246.  99.]
 [ 57. 126.  72. ...   0. 172. 178.]]",0
155__CT-0002-0025,"[[ 38.  37.  16. ...   0.  31.  64.]
 [ 63.   0.  78. ...   0.  66. 154.]
 [193.   0.   0. ...   0.  50.  84.]
 ...
 [  0. 200. 167. ... 104.  77. 176.]
 [157.  99.   0. ...  96. 112. 159.]
 [  0.   0. 101. ...  58. 100. 121.]]",0
155__CT-0002-0026,"[[  0.  65.  79. ...  11.   0.  96.]
 [  3.  14. 131. ...  47.   0.   0.]
 [ 37.  12.  83. ...   9.   0.  30.]
 ...
 [ 27.   0. 180. ...  96.  90.   0.]
 [  0. 180. 123. ...  58.  62. 142.]
 [204. 157. 101. ... 180.  90. 119.]]",0
155__CT-0002-0027,"[[ 26.  83.  30. ...   0.  71.   0.]
 [ 71.   0.   0. ...  99.   7.  51.]
 [153. 113.  22. ...  10.   0. 134.]
 ...
 [227. 150. 179. ... 112. 148. 218.]
 [227. 138.  49. ... 147.  32. 204.]
 [140.  48.   0. ...  28.   0. 123.]]",0
155__CT-0002-0028,"[[ 19.  83.  58. ...   0.  42.   0.]
 [  0.  19.  80. ... 103. 117.   0.]
 [  0.  29.  47. ...  33.  12.  45.]
 ...
 [ 85.  54. 251. ...  90.   0. 149.]
 [325.  56.  24. ... 119.  86. 150.]
 [184.   0.  66. ... 139. 142.  93.]]",0
155__CT-0002-0029,"[[ 38.   0.   0. ... 136.  38.  51.]
 [ 57.   0.   0. ...  38.   0.  64.]
 [  0.  30.  51. ...   3.   0.   0.]
 ...
 [ 11. 112. 152. ...  92. 130. 204.]
 [ 13. 188. 242. ...   0.  36.  75.]
 [254. 230. 118. ... 255.  91. 136.]]",0
155__CT-0002-0030,"[[ 12.  11.  79. ... 127. 107.   0.]
 [  0.  10.  61. ...  71.   0.   0.]
 [ 22.   0.  20. ...   0.   0.   0.]
 ...
 [  0.   0.  79. ... 234.  24. 107.]
 [ 76. 210. 131. ... 211.  92. 113.]
 [234. 176.  37. ... 137.  74. 167.]]",0
155__CT-0002-0031,"[[ 19.  93.  23. ...   0.  94. 113.]
 [  0.  77.  89. ...  19.  43.   0.]
 [  0.  95.   0. ...  31.   0.  28.]
 ...
 [ 16.  65.  22. ...  71. 187. 144.]
 [ 18. 226. 143. ...  80. 137. 161.]
 [139. 223.  61. ...  85. 147. 232.]]",0
155__CT-0002-0032,"[[ 25.   0.  96. ...   0. 117.  36.]
 [  0.  51.  32. ...  89.  73.   0.]
 [  0.  83.  11. ...  41.   0.   0.]
 ...
 [ 86. 143.   0. ...  71. 167. 124.]
 [ 49.  92. 108. ... 119. 132.  54.]
 [ 13. 158. 127. ... 136. 221.  38.]]",0
155__CT-0002-0033,"[[ 36.  54.  40. ...   0.   0. 120.]
 [  1.  34.  39. ...   9.  58. 115.]
 [  7.   0.   0. ... 117.   0.   0.]
 ...
 [  0. 186.  99. ...  67.   3. 132.]
 [170. 224.  59. ...  69.  87.   4.]
 [172. 117.   0. ...  88. 126. 140.]]",0
155__CT-0002-0034,"[[ 14.  43.  78. ...  65.   0.   0.]
 [  7.  39.  72. ...   1.   0.  29.]
 [ 53.   0.  62. ...  42.   0.  54.]
 ...
 [ 53. 280. 213. ...  50.   0.  83.]
 [163.  54.  74. ... 138. 159.  98.]
 [  0.  42. 181. ...  48. 171.  64.]]",0
155__CT-0002-0035,"[[  0.   7.  31. ...  75.  49.  69.]
 [ 57.   0.  50. ...   0.  50.  46.]
 [ 44.   0.   0. ... 194.  44.   0.]
 ...
 [ 26.  37. 164. ... 171. 192.  39.]
 [307. 230. 183. ... 110. 141.  89.]
 [  0.  84.  52. ... 126. 127. 179.]]",0
155__CT-0002-0036,"[[  0.   0.  88. ...   0.   0. 114.]
 [ 93.   0.   0. ...  33.  77.  39.]
 [ 55.   0.   0. ... 135.  59.   0.]
 ...
 [284. 105.  41. ... 108.  84.   0.]
 [142.  57. 135. ...  94. 192.  53.]
 [147.  86. 153. ... 196. 190. 167.]]",0
155__CT-0002-0037,"[[ 35.  34.  71. ...  36.   7.  24.]
 [  0.   0.  66. ...   0.   0.  59.]
 [ 51.   0.   8. ...  82.  18.  86.]
 ...
 [146. 104. 143. ... 150. 138.   8.]
 [111. 229. 181. ... 127. 128. 105.]
 [207. 166.  39. ... 112.  82.  32.]]",0
155__CT-0002-0038,"[[ 37.  74.   0. ...  63.   1.  23.]
 [  0.   0.   9. ...   4.  37.  90.]
 [ 73.   0.  81. ...  55.  34.  27.]
 ...
 [214.  96.  39. ... 183.  59.  91.]
 [ 39. 115. 106. ... 200. 137.  88.]
 [ 16. 254. 194. ... 101.  85.  59.]]",0
155__CT-0002-0039,"[[ 85.   0.   0. ...  31.  29.   4.]
 [  0.   0.   0. ...  12.  39.  62.]
 [ 25. 120.  25. ... 136. 111.   0.]
 ...
 [144. 115. 141. ... 174. 136.  34.]
 [148. 169. 176. ...  58. 209. 136.]
 [ 94.  88. 159. ...   0. 173. 198.]]",0
155__CT-0002-0040,"[[ 81.   0.   0. ...  99. 136.  22.]
 [ 72.  61.   0. ... 159.   1.   0.]
 [ 29.  66. 102. ...  24.   0.  92.]
 ...
 [216. 147.  83. ... 135. 120. 122.]
 [ 48.  41.  63. ... 112.  54.  61.]
 [ 92.  71. 125. ... 169. 109.  81.]]",0
155__CT-0002-0041,"[[  9. 105.   0. ...  50. 103.   0.]
 [  0. 173. 114. ...  22.  33.  20.]
 [  0.   0. 170. ...   0.   0.  17.]
 ...
 [196. 146.   0. ...  57. 128. 209.]
 [192. 112. 119. ... 191. 119. 146.]
 [116. 106. 108. ...  81.  73. 169.]]",0
155__CT-0002-0042,"[[ 67.   0.  21. ... 141.   0.   3.]
 [ 33.  38. 155. ...  12.   0.  83.]
 [103.   0.  34. ...   0.  14.  85.]
 ...
 [  0.  86. 194. ... 189.   0.   0.]
 [259. 301. 100. ... 222. 283.   9.]
 [139.  53.   0. ...   0. 189. 171.]]",0
155__CT-0002-0043,"[[  0. 128. 117. ...   0. 176.  80.]
 [  0.  12. 152. ... 105.  29.   0.]
 [ 49.   0.  18. ...  36.  17.  18.]
 ...
 [177. 214.  86. ... 124. 123. 100.]
 [218.  69.  37. ... 116. 183. 245.]
 [ 91.   0.  90. ...   0. 100. 136.]]",0
155__CT-0002-0044,"[[  0.  51.  30. ... 115.  81.   6.]
 [  0.   0. 133. ...   0.  42.  72.]
 [ 73.   0.  77. ...   0. 113.  37.]
 ...
 [250.  85.   0. ...  43. 112. 194.]
 [ 58.   0.  88. ...   0.   3.  99.]
 [  0. 111. 159. ...   0. 120.  84.]]",0
